Age,Income,Education_Level,Work_Experience,Purchase_Decision
58.0,74650.24,Bachelor,28.0,1
46.0,58210.16,High School,24.0,1
46.0,,Bachelor,12.0,1
,114893.75,PhD,35.0,1
59.0,67868.65,Bachelor,16.0,1
38.0,62686.2,Bachelor,14.0,1
,53419.98,Bachelor,3.0,0
,52655.07,Bachelor,11.0,0
58.0,85491.92,Master,19.0,1
34.0,70094.99,Master,10.0,1
26.0,44248.65,High School,5.0,0
58.0,77768.7,PhD,7.0,1
18.0,61036.14,Master,0.0,0
19.0,60153.82,Master,1.0,0
65.0,95268.41,Bachelor,44.0,1
46.0,65880.63,Master,8.0,1
50.0,61464.59,High School,29.0,0
27.0,60148.79,Bachelor,0.0,0
57.0,95701.63,Master,32.0,1
38.0,,High School,14.0,1
45.0,52662.69,High School,21.0,1
28.0,63267.26,Master,3.0,1
51.0,89715.88,Master,26.0,1
25.0,48445.91,High School,3.0,0
39.0,65334.04,Master,0.0,1
25.0,40812.82,Bachelor,0.0,0
32.0,50421.56,Bachelor,11.0,0
34.0,67931.24,Master,10.0,1
40.0,77145.43,Bachelor,18.0,1
41.0,39876.69,High School,14.0,0
62.0,46334.51,High School,20.0,0
36.0,50702.21,Bachelor,9.0,1
22.0,38588.35,Bachelor,0.0,0
49.0,81725.0,Master,23.0,0
61.0,53715.5,Master,2.0,0
18.0,44794.96,Bachelor,0.0,0
40.0,76868.42,Master,13.0,1
54.0,44074.92,High School,14.0,0
25.0,22255.09,High School,0.0,0
30.0,65727.99,Master,9.0,0
25.0,37012.16,High School,5.0,0
40.0,,High School,0.0,0
60.0,72378.88,Bachelor,30.0,1
18.0,43714.45,Bachelor,,0
62.0,95392.45,,34.0,1
41.0,52288.49,High School,20.0,1
52.0,45247.04,High School,19.0,0
41.0,63044.55,Bachelor,22.0,1
34.0,55325.07,Bachelor,11.0,1
22.0,45051.66,Bachelor,2.0,0
37.0,56948.82,Bachelor,15.0,1
38.0,80948.73,,7.0,1
57.0,70080.02,Master,13.0,0
48.0,44808.74,High School,17.0,0
63.0,78293.41,Bachelor,29.0,1
53.0,81090.68,Bachelor,32.0,1
28.0,55697.01,Master,,1
32.0,84604.73,PhD,7.0,1
36.0,44343.8,High School,11.0,0
24.0,43626.86,Bachelor,0.0,0
45.0,45930.83,Bachelor,1.0,0
60.0,35278.93,High School,6.0,0
22.0,32523.7,High School,4.0,0
22.0,38687.56,,1.0,0
47.0,51185.54,Bachelor,6.0,0
49.0,37925.57,High School,2.0,0
25.0,44744.53,Bachelor,0.0,0
27.0,37332.83,High School,9.0,0
55.0,52446.66,Bachelor,2.0,0
64.0,79553.86,Bachelor,29.0,1
49.0,,High School,13.0,0
65.0,75219.8,Bachelor,21.0,1
45.0,27971.76,High School,2.0,0
34.0,38218.75,Bachelor,,0
,24001.14,High School,0.0,0
,42556.7,Bachelor,2.0,0
57.0,64358.39,High School,35.0,1
42.0,55639.4,Bachelor,1.0,0
26.0,61166.96,Master,8.0,1
19.0,32194.3,High School,0.0,0
32.0,57106.66,,10.0,1
20.0,,High School,0.0,0
53.0,64121.24,Bachelor,15.0,1
21.0,30650.23,High School,3.0,0
31.0,49633.79,Bachelor,2.0,0
58.0,65346.91,Bachelor,19.0,1
58.0,,Master,40.0,1
42.0,55636.77,Bachelor,15.0,1
27.0,52617.34,,6.0,0
38.0,59960.24,Bachelor,12.0,1
53.0,61664.04,Master,3.0,1
29.0,72472.74,Master,7.0,1
44.0,38897.84,High School,1.0,0
57.0,100956.42,Master,38.0,1
19.0,47553.71,Bachelor,0.0,0
30.0,52590.89,,0.0,1
49.0,86109.85,Master,23.0,1
48.0,60696.25,High School,28.0,1
33.0,64949.95,Bachelor,13.0,1
49.0,58110.01,High School,27.0,1
49.0,73129.9,High School,29.0,1
51.0,51981.49,High School,21.0,0
28.0,42435.07,Bachelor,4.0,0
27.0,31344.25,High School,8.0,0
32.0,43038.15,High School,8.0,0
34.0,39755.52,Bachelor,2.0,0
57.0,45865.32,High School,12.0,0
35.0,47662.48,High School,12.0,0
26.0,33986.89,High School,8.0,0
42.0,65339.17,Bachelor,17.0,1
57.0,100660.59,Bachelor,,1
31.0,39224.86,High School,10.0,0
42.0,68144.65,PhD,1.0,1
39.0,,Bachelor,16.0,0
47.0,85772.3,Bachelor,22.0,0
37.0,71797.96,Bachelor,19.0,1
,61949.22,Bachelor,20.0,1
61.0,94393.27,Bachelor,35.0,1
49.0,63261.72,High School,21.0,1
63.0,72567.05,High School,39.0,1
38.0,,Master,18.0,1
52.0,49574.27,High School,11.0,0
49.0,93879.18,Bachelor,27.0,1
47.0,66486.58,Master,10.0,1
56.0,,Bachelor,36.0,1
29.0,52783.26,Bachelor,11.0,0
58.0,80217.89,Bachelor,34.0,1
64.0,81561.22,High School,43.0,1
35.0,55798.92,,14.0,1
38.0,60884.41,Bachelor,15.0,1
30.0,,Master,12.0,1
38.0,74304.95,PhD,6.0,1
25.0,71860.94,Master,6.0,1
63.0,61799.92,Master,2.0,0
57.0,82228.17,Bachelor,30.0,1
63.0,56958.81,Bachelor,11.0,0
24.0,55184.66,Bachelor,0.0,0
40.0,58983.03,,,1
61.0,96971.81,Master,34.0,1
49.0,42626.19,High School,11.0,0
28.0,,Master,6.0,1
39.0,78683.52,Master,20.0,1
39.0,83460.57,PhD,1.0,1
60.0,,Master,,1
42.0,37226.42,High School,13.0,0
39.0,34914.76,High School,3.0,0
45.0,45406.46,High School,16.0,0
46.0,59600.4,,14.0,0
30.0,52465.67,Bachelor,4.0,0
35.0,91252.48,Master,16.0,1
19.0,64429.75,Master,0.0,0
46.0,59776.63,Bachelor,,1
38.0,47677.44,High School,14.0,0
32.0,35099.47,High School,0.0,0
44.0,37349.62,High School,11.0,0
48.0,61381.66,Bachelor,10.0,1
32.0,39895.98,Bachelor,2.0,0
,39905.83,High School,,0
41.0,41380.26,Bachelor,1.0,0
61.0,73204.84,,36.0,1
30.0,42008.92,Bachelor,1.0,0
39.0,61590.7,Bachelor,20.0,1
60.0,79366.48,Bachelor,35.0,1
54.0,69010.76,Bachelor,26.0,1
50.0,100399.2,PhD,21.0,1
20.0,31680.4,,1.0,0
36.0,57592.31,Bachelor,14.0,1
40.0,50189.85,Bachelor,3.0,0
46.0,75917.99,Bachelor,28.0,1
47.0,79000.71,Master,15.0,1
56.0,78085.73,Bachelor,29.0,1
61.0,56967.87,Bachelor,6.0,0
64.0,37287.11,High School,11.0,0
42.0,38734.31,Bachelor,2.0,0
54.0,46574.94,High School,16.0,0
64.0,76941.83,High School,40.0,1
25.0,46721.2,Bachelor,7.0,0
59.0,47262.16,Bachelor,7.0,0
33.0,39627.16,High School,6.0,0
25.0,53657.72,Bachelor,5.0,0
18.0,42126.56,Bachelor,0.0,0
61.0,56639.82,High School,29.0,0
22.0,48290.51,,1.0,0
20.0,46268.86,Bachelor,2.0,0
18.0,40266.63,,0.0,0
21.0,53251.31,Bachelor,2.0,0
57.0,80046.42,Bachelor,37.0,1
52.0,,Bachelor,14.0,1
49.0,97000.77,Master,29.0,1
59.0,67517.64,Bachelor,25.0,1
51.0,37878.34,High School,13.0,0
60.0,61572.74,Bachelor,2.0,1
42.0,66153.45,Master,3.0,0
,51081.0,High School,9.0,0
38.0,95682.29,PhD,13.0,1
63.0,96333.99,Master,30.0,1
56.0,61902.91,High School,13.0,0
44.0,,Master,25.0,1
44.0,50847.0,Bachelor,7.0,1
19.0,66293.96,Master,,0
58.0,60637.72,Bachelor,8.0,0
,100416.23,Bachelor,45.0,1
30.0,48661.72,,7.0,0
26.0,66248.89,,,1
53.0,67178.97,High School,35.0,1
39.0,47086.74,Bachelor,3.0,0
59.0,37048.67,High School,11.0,0
43.0,59471.73,Bachelor,17.0,1
29.0,50680.64,Bachelor,7.0,0
34.0,47967.69,Bachelor,2.0,0
31.0,61857.93,Bachelor,1.0,0
,32018.63,High School,6.0,0
51.0,64713.24,High School,30.0,1
37.0,27579.8,High School,0.0,0
28.0,51863.02,Bachelor,5.0,0
33.0,85869.8,PhD,12.0,1
48.0,66320.81,High School,28.0,1
23.0,56031.16,Master,2.0,0
36.0,,Bachelor,2.0,0
54.0,62246.13,Bachelor,14.0,1
,51675.5,Bachelor,0.0,0
64.0,84486.32,Master,18.0,1
21.0,31617.22,High School,3.0,0
37.0,42676.67,Bachelor,3.0,0
27.0,65148.26,Bachelor,2.0,0
41.0,57572.7,Bachelor,15.0,1
52.0,89945.09,Master,31.0,1
43.0,27381.15,High School,2.0,0
54.0,72040.39,Bachelor,29.0,1
55.0,68162.83,Bachelor,19.0,1
38.0,44178.47,Bachelor,1.0,0
57.0,70564.31,Bachelor,24.0,1
56.0,54404.9,Bachelor,10.0,0
38.0,55241.36,Master,0.0,1
27.0,36186.9,Bachelor,0.0,0
55.0,75914.68,Master,9.0,1
63.0,59847.23,Bachelor,16.0,0
21.0,23537.15,High School,1.0,0
62.0,62370.7,High School,,0
37.0,59330.1,High School,17.0,1
34.0,56750.05,Bachelor,13.0,1
24.0,45831.09,Bachelor,4.0,0
21.0,46228.54,Bachelor,0.0,0
46.0,41466.37,,1.0,0
31.0,35387.95,,11.0,0
20.0,27239.57,High School,2.0,0
41.0,48743.9,High School,16.0,0
54.0,45809.32,Bachelor,5.0,0
33.0,26325.88,High School,2.0,0
21.0,23125.07,High School,0.0,0
41.0,67732.84,Master,6.0,1
51.0,84551.22,Master,21.0,1
47.0,43515.76,,10.0,0
35.0,48994.9,Bachelor,6.0,0
36.0,54994.88,Bachelor,12.0,1
48.0,68500.79,Master,12.0,1
36.0,41190.12,Bachelor,0.0,0
63.0,56477.75,High School,29.0,0
36.0,66465.78,Bachelor,18.0,1
39.0,62343.77,Bachelor,18.0,0
41.0,62750.44,High School,22.0,1
62.0,,Bachelor,28.0,1
29.0,38548.82,Bachelor,2.0,0
47.0,75164.84,Bachelor,26.0,1
55.0,71034.89,High School,19.0,1
48.0,49107.91,Bachelor,3.0,0
53.0,33633.42,,0.0,0
36.0,89129.93,,18.0,1
65.0,64593.73,High School,34.0,0
62.0,79814.18,High School,44.0,1
53.0,64163.17,Bachelor,21.0,1
47.0,78135.35,Master,13.0,1
50.0,61206.15,Master,6.0,1
35.0,41751.98,Bachelor,0.0,0
,47677.35,High School,12.0,0
64.0,89436.82,Bachelor,35.0,1
28.0,51045.58,Bachelor,6.0,0
,68865.63,High School,26.0,0
50.0,64428.26,Master,1.0,1
34.0,44058.16,High School,16.0,0
23.0,67269.35,PhD,0.0,1
21.0,54828.05,Master,1.0,0
37.0,64412.52,,13.0,1
65.0,95219.29,Master,29.0,1
64.0,77993.14,Bachelor,21.0,1
44.0,55205.98,High School,20.0,1
32.0,48438.8,Bachelor,0.0,0
23.0,,High School,1.0,0
64.0,80507.46,Bachelor,34.0,1
31.0,51522.79,Bachelor,10.0,0
28.0,45860.5,,6.0,0
56.0,72117.97,Bachelor,27.0,1
26.0,62697.82,Bachelor,8.0,0
43.0,71873.38,Master,8.0,1
33.0,43674.0,,14.0,0
22.0,48049.9,Bachelor,2.0,0
27.0,30537.19,High School,0.0,0
20.0,56547.92,Bachelor,2.0,0
30.0,37157.24,High School,9.0,0
60.0,83957.47,Bachelor,33.0,1
47.0,64710.86,,26.0,1
62.0,48669.23,High School,20.0,0
23.0,75034.92,Master,4.0,1
,52264.25,High School,16.0,0
62.0,60231.16,Bachelor,,0
36.0,49601.6,,4.0,0
59.0,76689.91,,20.0,1
,62551.62,,13.0,1
63.0,47130.38,Bachelor,9.0,0
43.0,49379.91,High School,20.0,0
22.0,48694.61,Bachelor,4.0,1
46.0,52795.25,Bachelor,7.0,1
54.0,66781.61,Master,7.0,1
37.0,,Bachelor,6.0,0
,55999.51,Bachelor,12.0,1
27.0,29516.1,High School,2.0,0
22.0,23450.7,High School,2.0,0
53.0,33088.24,High School,1.0,0
23.0,41730.62,High School,0.0,1
43.0,33498.08,High School,5.0,0
21.0,47039.36,Bachelor,0.0,0
56.0,43496.74,Bachelor,4.0,0
56.0,95015.48,Master,29.0,1
52.0,,High School,26.0,1
18.0,,Bachelor,0.0,0
41.0,88943.67,Master,17.0,1
53.0,67336.13,Bachelor,17.0,0
23.0,28400.97,High School,3.0,0
58.0,66655.2,High School,,1
63.0,56415.31,High School,15.0,0
61.0,42818.74,Bachelor,4.0,0
48.0,49951.13,Bachelor,8.0,0
37.0,32528.44,High School,1.0,0
41.0,42475.56,High School,1.0,1
,61017.36,Bachelor,3.0,1
53.0,86724.19,Master,30.0,1
38.0,67775.34,Bachelor,19.0,1
47.0,65683.95,,19.0,1
41.0,58344.15,Bachelor,16.0,1
61.0,43451.55,High School,19.0,0
59.0,75243.01,,27.0,1
47.0,61960.48,Bachelor,20.0,1
39.0,82632.21,Master,18.0,1
45.0,30790.15,High School,2.0,0
24.0,,Bachelor,5.0,0
52.0,46688.56,Bachelor,4.0,0
45.0,48005.47,Bachelor,9.0,1
31.0,,High School,5.0,0
27.0,50130.54,Bachelor,2.0,0
33.0,55939.53,Master,0.0,1
33.0,63619.53,Bachelor,9.0,1
48.0,72378.73,Bachelor,23.0,1
59.0,28218.57,High School,0.0,0
42.0,48722.93,High School,17.0,0
30.0,44286.73,Bachelor,2.0,0
23.0,,Master,5.0,1
61.0,109878.16,PhD,35.0,1
26.0,65025.38,Bachelor,8.0,0
62.0,,Bachelor,37.0,1
53.0,92818.57,Master,17.0,1
60.0,73972.48,Bachelor,22.0,1
37.0,,Bachelor,14.0,1
35.0,38491.38,High School,8.0,0
60.0,72930.19,Bachelor,21.0,1
38.0,64710.45,Bachelor,12.0,1
21.0,61716.52,Master,3.0,0
50.0,78828.31,Master,,0
44.0,32420.84,High School,0.0,0
,49008.1,Bachelor,1.0,0
23.0,70456.16,Master,5.0,1
32.0,42549.31,Bachelor,2.0,0
35.0,58155.9,High School,16.0,0
49.0,55637.11,High School,21.0,0
28.0,55082.48,Bachelor,4.0,0
37.0,49099.94,Bachelor,5.0,0
41.0,68561.38,Bachelor,20.0,1
32.0,25134.94,High School,0.0,0
65.0,89374.4,Master,30.0,1
24.0,27105.22,High School,0.0,0
38.0,33114.87,High School,0.0,0
,,Bachelor,38.0,1
43.0,62134.37,Bachelor,21.0,1
61.0,80125.48,High School,36.0,1
31.0,,High School,3.0,0
54.0,45809.25,High School,13.0,0
38.0,73582.11,Bachelor,12.0,1
35.0,105753.76,Master,7.0,1
22.0,,Bachelor,4.0,0
20.0,54492.24,,2.0,0
40.0,68111.43,Bachelor,19.0,1
43.0,40609.07,High School,14.0,0
54.0,95913.19,PhD,20.0,1
41.0,77221.81,Master,18.0,1
36.0,46263.24,High School,8.0,0
42.0,55558.96,High School,,0
38.0,,,9.0,0
29.0,33997.16,High School,10.0,0
58.0,52723.59,Bachelor,7.0,0
50.0,,Bachelor,32.0,1
21.0,,Master,3.0,0
59.0,80617.2,Bachelor,34.0,1
24.0,40725.16,Bachelor,1.0,0
,64000.66,Bachelor,15.0,1
,33981.75,High School,1.0,0
34.0,58327.91,Bachelor,11.0,1
41.0,66613.73,Bachelor,23.0,1
51.0,43310.0,High School,16.0,0
45.0,50623.04,High School,19.0,0
60.0,80414.56,Master,20.0,1
58.0,78214.16,Bachelor,29.0,1
56.0,53549.14,High School,19.0,0
39.0,51154.76,Bachelor,7.0,1
34.0,63312.21,Master,1.0,1
51.0,,Bachelor,11.0,1
23.0,33699.82,High School,1.0,0
63.0,61527.37,,7.0,1
23.0,39109.63,Bachelor,2.0,0
,34702.73,High School,9.0,0
18.0,50915.97,Bachelor,0.0,1
27.0,70414.53,Master,9.0,1
38.0,41977.65,High School,14.0,0
22.0,25790.85,High School,1.0,0
19.0,34218.28,High School,1.0,0
39.0,,PhD,6.0,1
65.0,34694.98,High School,10.0,0
19.0,38870.96,,1.0,0
,68224.78,Master,5.0,1
51.0,50227.35,,21.0,0
33.0,69501.59,,2.0,0
65.0,95265.83,Master,36.0,1
56.0,,Master,1.0,1
39.0,38436.26,High School,11.0,0
29.0,53495.03,Bachelor,4.0,0
41.0,63406.08,Master,4.0,1
64.0,78159.82,,6.0,1
57.0,31833.44,High School,3.0,0
55.0,117681.84,Master,35.0,1
27.0,44698.63,Bachelor,5.0,0
52.0,71198.18,High School,28.0,1
49.0,79725.85,Bachelor,,1
24.0,55439.85,Master,0.0,0
38.0,60519.58,Bachelor,11.0,1
37.0,62350.77,Bachelor,15.0,0
43.0,72648.51,PhD,,1
21.0,44976.38,Bachelor,,0
63.0,88733.42,Bachelor,32.0,1
39.0,66233.29,Bachelor,19.0,1
32.0,41345.14,Bachelor,2.0,0
57.0,46624.81,Bachelor,3.0,0
38.0,67788.08,Master,13.0,1
32.0,47250.18,Bachelor,6.0,0
39.0,77648.02,Master,13.0,1
45.0,33131.93,High School,8.0,0
31.0,61348.2,High School,8.0,0
44.0,65976.01,Bachelor,25.0,1
58.0,45471.43,High School,16.0,0
57.0,36471.18,High School,3.0,0
45.0,69682.33,Bachelor,27.0,1
,48628.88,High School,13.0,0
19.0,32431.62,High School,0.0,0
42.0,70425.89,Bachelor,24.0,1
20.0,39053.67,Bachelor,0.0,0
25.0,61958.94,Master,3.0,1
61.0,47070.98,Bachelor,0.0,0
50.0,39324.84,Bachelor,,0
59.0,64789.06,Master,,1
52.0,63190.63,,,1
23.0,36687.95,High School,2.0,0
56.0,69428.32,High School,,1
40.0,55171.73,Bachelor,12.0,1
42.0,49350.08,Bachelor,8.0,1
60.0,85496.25,Master,16.0,1
36.0,71503.43,,17.0,1
22.0,53076.0,Bachelor,4.0,0
28.0,70413.14,PhD,2.0,1
29.0,48631.62,Bachelor,11.0,0
27.0,32142.01,High School,4.0,0
25.0,64625.82,Master,3.0,1
41.0,48596.91,High School,19.0,0
45.0,74288.17,Master,7.0,1
58.0,97518.99,,23.0,1
53.0,48765.05,,10.0,0
54.0,79179.79,Bachelor,32.0,1
38.0,56161.83,Bachelor,9.0,1
,45684.57,Bachelor,6.0,0
26.0,48241.47,Bachelor,3.0,0
64.0,42312.08,Bachelor,0.0,1
32.0,84704.15,Master,10.0,1
65.0,84414.66,Bachelor,29.0,1
63.0,96942.22,High School,36.0,1
57.0,59443.19,Bachelor,18.0,1
35.0,71676.1,Master,3.0,1
59.0,75789.44,Bachelor,33.0,1
37.0,57640.77,,6.0,1
23.0,55272.69,Master,3.0,0
29.0,51498.97,Bachelor,3.0,0
19.0,44728.44,Bachelor,0.0,0
24.0,64100.19,Master,3.0,1
33.0,36600.37,High School,13.0,1
20.0,78486.76,,1.0,1
62.0,46953.46,High School,21.0,0
20.0,42750.83,High School,,0
44.0,72685.77,Master,15.0,0
60.0,72941.31,High School,39.0,0
57.0,80506.71,Bachelor,23.0,1
55.0,94561.69,Master,30.0,1
50.0,62266.68,Master,3.0,1
45.0,103996.57,PhD,,1
18.0,23691.51,High School,0.0,0
25.0,42033.51,Bachelor,2.0,0
54.0,48064.48,High School,16.0,0
49.0,67211.61,Bachelor,7.0,1
65.0,85283.73,Master,18.0,1
60.0,96097.22,,39.0,1
54.0,93602.32,Bachelor,33.0,1
21.0,53329.66,Bachelor,2.0,0
47.0,48241.82,Bachelor,0.0,0
23.0,78250.88,PhD,5.0,1
63.0,65433.59,High School,35.0,0
36.0,53267.94,Bachelor,12.0,1
49.0,83786.43,Master,14.0,1
26.0,56667.49,Bachelor,8.0,0
29.0,22773.84,High School,,0
28.0,44599.33,Bachelor,1.0,0
63.0,53808.82,Bachelor,15.0,0
33.0,28422.03,High School,1.0,0
18.0,,Master,0.0,0
62.0,67449.99,Bachelor,17.0,0
38.0,62223.1,Master,5.0,1
47.0,79752.93,Master,17.0,1
30.0,51704.56,Bachelor,,0
51.0,59810.79,High School,31.0,1
21.0,41825.02,Bachelor,,1
45.0,61532.04,,22.0,1
55.0,,Master,22.0,1
48.0,51287.05,High School,13.0,0
44.0,54890.27,High School,17.0,0
22.0,39382.78,Bachelor,1.0,0
42.0,35076.41,High School,7.0,0
20.0,28414.3,High School,1.0,0
50.0,45337.08,Bachelor,4.0,0
21.0,24664.5,High School,1.0,0
42.0,54902.4,High School,21.0,1
37.0,55235.84,Bachelor,9.0,1
51.0,71513.25,Bachelor,25.0,1
43.0,73051.46,Bachelor,14.0,1
22.0,40767.89,Bachelor,0.0,1
52.0,42589.64,Bachelor,0.0,0
45.0,52841.14,Bachelor,13.0,1
46.0,,Master,3.0,1
26.0,,High School,1.0,0
55.0,,Bachelor,34.0,1
23.0,65032.76,Master,3.0,1
36.0,63427.61,Master,6.0,1
61.0,60299.94,High School,22.0,0
28.0,32300.88,High School,2.0,0
,44914.6,Bachelor,0.0,0
64.0,49813.74,High School,17.0,0
61.0,91638.55,Master,14.0,1
61.0,37633.9,Bachelor,0.0,0
26.0,45427.39,,8.0,0
38.0,35877.65,High School,2.0,0
41.0,55004.35,Bachelor,14.0,1
51.0,52730.88,Bachelor,3.0,0
39.0,79859.18,Master,14.0,1
20.0,25542.78,High School,1.0,0
29.0,64674.64,High School,5.0,0
,69626.0,Bachelor,12.0,1
47.0,34978.7,High School,6.0,0
43.0,74566.04,Bachelor,25.0,1
65.0,67277.98,Master,0.0,0
38.0,,Bachelor,10.0,1
45.0,77079.27,Master,13.0,1
43.0,33658.48,,5.0,0
50.0,70680.85,,25.0,1
38.0,43064.04,High School,18.0,0
52.0,,Bachelor,26.0,0
51.0,67221.16,Master,12.0,1
58.0,38802.93,High School,6.0,1
64.0,51993.22,Bachelor,7.0,0
35.0,59910.59,Bachelor,13.0,0
28.0,67090.97,Master,2.0,1
40.0,54010.65,High School,18.0,0
65.0,51176.51,High School,22.0,0
39.0,34233.74,,11.0,0
34.0,46263.46,Bachelor,8.0,0
22.0,29754.5,High School,4.0,0
61.0,66654.52,Master,6.0,1
28.0,55007.68,Bachelor,10.0,0
47.0,55482.17,Bachelor,9.0,1
32.0,,Bachelor,0.0,0
44.0,32379.51,High School,6.0,0
52.0,51430.33,Bachelor,2.0,0
50.0,107792.49,PhD,28.0,1
37.0,73678.16,Master,4.0,1
33.0,67152.13,Master,6.0,1
51.0,91142.22,Master,15.0,1
19.0,,High School,1.0,0
52.0,,High School,6.0,0
57.0,41800.82,High School,14.0,0
45.0,,Bachelor,5.0,1
64.0,49403.65,High School,5.0,0
,67556.86,Bachelor,17.0,1
23.0,44140.78,,2.0,0
26.0,70314.86,Master,3.0,1
37.0,70525.53,Bachelor,18.0,1
18.0,,Master,0.0,0
25.0,33063.51,High School,1.0,0
40.0,30122.31,High School,2.0,0
20.0,45293.67,Bachelor,1.0,0
21.0,25412.86,High School,1.0,0
42.0,55385.27,High School,24.0,1
64.0,78348.03,Bachelor,35.0,1
55.0,59890.31,High School,27.0,1
32.0,57961.51,Bachelor,5.0,0
38.0,86442.16,Bachelor,18.0,1
52.0,67696.67,Bachelor,22.0,1
63.0,49002.58,Bachelor,1.0,0
31.0,53520.6,Bachelor,9.0,0
53.0,32200.28,High School,5.0,0
29.0,31742.7,High School,7.0,0
34.0,73742.42,Bachelor,14.0,1
56.0,70526.23,Bachelor,28.0,1
26.0,67301.63,Master,5.0,1
52.0,77036.4,Bachelor,33.0,1
30.0,28924.03,High School,3.0,0
32.0,56175.31,,0.0,0
35.0,55038.51,Bachelor,14.0,1
50.0,52744.85,Bachelor,6.0,0
,54861.32,Bachelor,1.0,0
44.0,66445.98,Bachelor,17.0,1
40.0,57223.36,Bachelor,9.0,1
44.0,62732.6,Bachelor,14.0,1
51.0,63733.22,High School,23.0,1
63.0,,Bachelor,10.0,0
55.0,,High School,,0
31.0,37299.58,High School,7.0,0
53.0,84106.57,,14.0,1
25.0,76511.55,PhD,,1
52.0,46366.93,High School,13.0,0
36.0,48461.84,Bachelor,10.0,1
47.0,46751.33,High School,19.0,0
31.0,46184.7,Bachelor,4.0,0
37.0,66104.9,Master,11.0,1
42.0,91857.13,PhD,19.0,1
57.0,84792.0,Bachelor,32.0,1
41.0,45023.67,Bachelor,2.0,0
31.0,57001.39,Bachelor,7.0,1
43.0,67531.17,Bachelor,22.0,1
55.0,83937.11,Master,22.0,1
40.0,62297.55,,2.0,1
,64461.4,Bachelor,21.0,1
65.0,55283.46,Bachelor,7.0,0
36.0,44981.24,High School,18.0,0
63.0,69087.61,High School,37.0,1
20.0,56627.67,Master,1.0,0
59.0,72349.19,Bachelor,27.0,1
36.0,55670.55,Bachelor,10.0,1
26.0,47161.74,Bachelor,6.0,0
45.0,58303.11,Master,1.0,1
37.0,,High School,4.0,0
62.0,72166.83,Master,3.0,1
24.0,50098.55,Master,0.0,0
31.0,75783.12,Master,12.0,1
26.0,37306.07,Bachelor,1.0,0
36.0,46342.73,High School,12.0,0
64.0,57843.08,Bachelor,6.0,0
31.0,47856.12,Bachelor,6.0,0
55.0,47305.5,High School,7.0,0
53.0,78981.73,Bachelor,33.0,1
,85518.56,Bachelor,28.0,1
34.0,,Master,4.0,1
47.0,48564.17,High School,22.0,0
26.0,47057.54,Bachelor,5.0,0
50.0,85391.08,Master,28.0,1
42.0,66177.51,Master,11.0,1
31.0,74121.99,Master,4.0,1
28.0,50496.22,Bachelor,3.0,0
52.0,66914.81,Master,10.0,1
58.0,51785.18,Bachelor,13.0,0
31.0,45091.28,Bachelor,7.0,0
47.0,,High School,16.0,0
,41194.27,,1.0,0
21.0,36564.19,High School,2.0,0
21.0,27409.62,High School,0.0,0
,46623.9,,16.0,0
25.0,32405.58,High School,2.0,0
19.0,,High School,0.0,0
58.0,,Master,27.0,1
63.0,38274.06,,7.0,0
39.0,41432.19,Bachelor,3.0,0
58.0,36517.73,High School,6.0,0
33.0,64534.83,Master,6.0,1
46.0,,Master,15.0,1
65.0,76209.7,Bachelor,26.0,1
47.0,45247.03,Bachelor,4.0,0
29.0,39236.12,High School,,0
,,PhD,16.0,1
28.0,69947.86,Master,9.0,1
63.0,62288.8,Master,3.0,0
38.0,64281.45,Bachelor,13.0,1
38.0,50625.38,Bachelor,4.0,0
22.0,55179.65,Master,1.0,0
65.0,88190.25,High School,45.0,1
37.0,72027.07,Bachelor,17.0,1
54.0,55670.8,High School,26.0,0
20.0,56391.5,Master,0.0,0
61.0,37335.75,High School,10.0,0
50.0,48818.47,High School,17.0,0
26.0,43951.3,Bachelor,4.0,0
26.0,67095.82,Master,3.0,1
21.0,38383.47,Bachelor,0.0,0
52.0,41544.11,High School,13.0,0
34.0,43756.54,,11.0,0
51.0,95617.17,Master,31.0,1
41.0,95338.53,PhD,18.0,1
49.0,86645.84,Master,28.0,1
18.0,42388.92,Bachelor,0.0,1
25.0,69730.28,,3.0,1
62.0,70811.02,Bachelor,19.0,1
40.0,65480.89,Bachelor,20.0,1
64.0,45705.3,Bachelor,2.0,0
,73331.19,Bachelor,24.0,1
29.0,72667.49,Master,3.0,1
29.0,51466.33,Bachelor,9.0,0
63.0,59869.95,Bachelor,10.0,0
64.0,46402.57,High School,15.0,0
32.0,48101.94,High School,10.0,0
58.0,94227.79,Bachelor,35.0,1
36.0,34808.58,High School,5.0,0
43.0,33342.7,High School,7.0,0
46.0,65176.79,Bachelor,12.0,1
39.0,65968.7,Bachelor,19.0,0
57.0,56106.86,Master,3.0,1
38.0,,Bachelor,4.0,0
55.0,101398.64,Master,36.0,1
,63639.81,,11.0,1
46.0,55416.13,Master,0.0,1
21.0,51537.05,,0.0,0
24.0,54827.75,Bachelor,1.0,0
45.0,86344.25,PhD,4.0,1
45.0,49924.9,High School,18.0,0
21.0,26351.18,High School,2.0,0
,75528.78,Bachelor,19.0,1
29.0,42484.98,,,0
62.0,85420.33,PhD,15.0,1
20.0,43683.56,Bachelor,0.0,0
39.0,70094.19,Bachelor,16.0,1
61.0,49144.26,Bachelor,11.0,0
19.0,42176.48,Bachelor,0.0,0
41.0,64150.22,High School,20.0,1
51.0,58889.74,Bachelor,13.0,1
44.0,42868.78,,4.0,0
